possibly_sensitive,lang,tweet_id,text,created_at,type
False,en,1466159907569389570,"Shoutout the really ones who checked up on my Covid situation, never switched",2021-11-29 21:38:56+00:00,
False,en,1466159906541744131,@DWMcCauslin I had it is as well my entire family had it. We are all alive and well. Natural immunity is the best way to combat Covid.,2021-11-29 21:38:56+00:00,replied_to
False,en,1466159906369769476,"@CarolAn45195283 @atrayal007 @BroermanNicole @POTUS Curious, is my friend who committed suicide 8 days after having Covid a Covid death. Cause I have a funny feeling shit like that is, and it’s absolute fucking bullshit that it is and making the Covid situation appear much worse than it actually is.",2021-11-29 21:38:56+00:00,replied_to
False,es,1466159905975504904,"🔹Habilitarán consultorios pos-COVID-19 en hospitales provinciales del Partido.
https://t.co/iwo5q30VEu",2021-11-29 21:38:56+00:00,
False,en,1466159905325424640,Now that we know trump knew 3 days before the debate with Biden he had COVID am I horrible to think trump hoped he’d infect Biden? This is how trump’s mind works so is that possible?,2021-11-29 21:38:56+00:00,
False,en,1466159905082167300,COVID-19 Dashboard https://t.co/YX7WD7jdqc,2021-11-29 21:38:55+00:00,
False,en,1466159904389955584,I macam terasa sebab she talked about it on very inappropriate day. Btw she’s like relative camtu la but not the close one obv. Idk la anak anak dia dah kasitau ke tak but maam we got covid for almost 2 years. Tua or muda it’s really the time for you to understand i swear.,2021-11-29 21:38:55+00:00,replied_to
False,en,1466159904155222016,The so called vaccination does not STOP you getting it nor stop you spreading it. Double jabbed people I know have covid not the unjabbed. He needs to taking off the air https://t.co/A0CXRGYvtO,2021-11-29 21:38:55+00:00,quoted
False,en,1466159902875955205,"@notaclue17 Did you not see ""may well""?

Followed by the explanation that the end of Covid is a mild, high transmission strain?

Big difference between that and ""We need plan B now. Work from home. Masks everywhere"" with no evidence.",2021-11-29 21:38:55+00:00,replied_to
False,en,1466159902242455554,"Study finds covid rates increasing, not decreasing in the vaxxed

Why isn't this front page news? Because it runs counter to the ""pandemic of the unvaccinated"" line

At the very least it blows the justification for passports out of the water

https://t.co/RDXM0Ys3Iz",2021-11-29 21:38:55+00:00,
False,en,1466159901768626177,"Humanized mice?
Monoclonal antibody 35B5 has been shown in both in vitro (laboratory or test-tube experiment) and in vivo (performed on living organism) studies to neutralize wild-type Covid-19 and variants of concern (VOCs). The in vivo tests were carried out on humanized mice.",2021-11-29 21:38:55+00:00,
False,und,1466159901399465992,https://t.co/AwWAAOmcSU,2021-11-29 21:38:55+00:00,
False,en,1466159900942389250,As a result of COVID the current cohort of  S1 and P1 pupils in across Scotland have suffered unparalleled social dislocation resulting in widespread challenging issues in our schools. On a national scale this will result in inevitable,2021-11-29 21:38:54+00:00,
False,en,1466159900606615555,"More soldiers died from Vaccine than from Covid

https://t.co/fROBGHYV7y",2021-11-29 21:38:54+00:00,
False,es,1466159899755352065,"Este es un tema sobre el que todavía se están realizando las investigaciones y estudios, pero los expertos ya han detectado algunos puntos que son únicos a la variante Ómicron.
 ¿Cuáles son sus diferencias con las otras variantes de Covid? https://t.co/JwrEW1bgCd",2021-11-29 21:38:54+00:00,
False,en,1466159899302187009,"@GOPChairwoman We need to close the borders with Canada and Mexico again, and full restrictions with all other Countries! Otherwise we will never eradicate the virus COVID-19!",2021-11-29 21:38:54+00:00,replied_to
False,en,1466159899168096264,today is the day we hear from both daycare and cps about a kid w Covid in our kids’ schools…,2021-11-29 21:38:54+00:00,
False,en,1466159897523810306,"@RebelNewsOnline @SheilaGunnReid … The truth is that Kenney knows the Covid injections are a diabolical failure. His hands drip with the blood of deaths and destruction from the injections.
… But, he knows he can never walk the streets again once the truth comes out. He is destroying our lives to save his own.",2021-11-29 21:38:54+00:00,replied_to
False,en,1466159895997300746,"Let’s put the timeline together

Donald Trump tested positive &amp; knew he had Covid going into the first debate

He knew he had Covid when he held an event with Gold Star families

Then when he finally revealed he had Covid in a phone call with Hannity, he blamed Gold Star families",2021-11-29 21:38:53+00:00,
False,en,1466159895217070082,"@AdrianBleese @GBNEWS Has it killed millions, I know of two such cases that shouldn’t have been recorded as a Covid death, one a heart attack &amp; the other a motorbike accident, relatives had to request the correct reason for death as ‘they’ were going to record it as C-19.",2021-11-29 21:38:53+00:00,replied_to
False,en,1466159894759817216,"@pvponline Yes but remember, covid isnt the only thing out there. My little girl got sick and gave it to my wife. Had to remind her that a runny nose is not covid.",2021-11-29 21:38:53+00:00,replied_to
False,es,1466159892318887940,"Veo el caso de una vecina en #VinadelMar covid positivo, tiene problemas respiratorios, diabetes entre otros problemas. No lo han hecho seguimiento, la ambulancia dice que no pueden venir y desde @ministeriosalud dicen que debe recibir atención. @DrEnriqueParis Son como el pico!",2021-11-29 21:38:52+00:00,
False,fr,1466159892100796420,"""Le digital a été Clé dans la lutte contre la  COVID. C'est un incontournable! Cette vérité contraste avec nos réalités sahéliennes. Nous devons faire preuve de persévérance et ne pas attendre les opportunités, mais les créer. Pamela Bahdjé  
@VNU_TCHAD
 #YouthConnektSahel https://t.co/1nWst7NVJn",2021-11-29 21:38:52+00:00,quoted
False,en,1466159892029493248,"247 new #COVID19 cases &amp; 2 new COVID-related deaths reported in #OneidaCounty today. 8.7% positivity rate, 1,514 active cases, 92 residents hospitalized (61 unvax), 18 ICU (15 unvax) &amp; 11 vents (8 unvax). 2,738 iso/quar. More data available here: https://t.co/dnnCtYD7ad https://t.co/0xhiay3AEa",2021-11-29 21:38:52+00:00,
False,pl,1466159889877721091,"@lukfol1 @Micha92733321 Przy TYCH szczepieniach tak się nie mówi, proszę Pana.
Wracając do meritum, to twierdzę, że w stanie podbramkowym, wyraziłby Pan milczącą zgodę na jakiekolwiek leczenie, nawet tą całą amantadyną, a nie jak obecnie, na czekanie pod respiratorem. https://t.co/NI3BWPGfzO",2021-11-29 21:38:52+00:00,replied_to
False,en,1466159889739300866,"Totally insane!
#COVID19 #Covid #Covid_19 #OmicronVarient #Omicron #OmicronVariant #Omikron #Canada #Lockdown #coronavirus #coronadebat https://t.co/y0GfCrxNe3",2021-11-29 21:38:52+00:00,quoted
False,und,1466159887000424453,@FAIRImmigration @RepAndyBiggsAZ @FoxNews https://t.co/tlwEx0fC2D,2021-11-29 21:38:51+00:00,replied_to
False,en,1466159885498863629,"@FoxNewsSunday Per JHU COVID-19 numbers as of 3:22p EST today, 12/1/21, if aver. daily cases/deaths (82,574/906) continue, there will be as many cases &amp; deaths under President Biden as Trump tomorrow 12/2 &amp; New Year’s Day (1/1/22) respectively, per rolling 7-day cume numbers.",2021-11-29 21:38:51+00:00,
False,en,1466159885154848769,"Psaki Falsely Claims Trump Told People to ""Inject Bleach"" After Peter Doocy Points Out There Have Been More Covid Deaths Under Biden Than Trump (VIDEO) https://t.co/vkL8cH6Y9w via @gatewaypundit Comon’ Psock puppet if it’s true play the tape. Oh you can’t? Must be ANOTHER LIE!",2021-11-29 21:38:51+00:00,
False,en,1466159884098019329,"@jo_and_bailey Had both, not on the same day. Just a bit of a sore arm and headache. Went to bed early and next morning was fine. It’s important to have both. Better than getting either COVID or Flu and ending up in hospital.",2021-11-29 21:38:50+00:00,replied_to
False,en,1466159884009934849,@GOP Please stick to that. Many of us feel like we are in great danger from the Global Covid Cabal.,2021-11-29 21:38:50+00:00,replied_to
False,en,1466159883368210449,"Ottawa, provinces mull expansion of COVID-19 tests for arriving American travellers https://t.co/xYATS0sWVz",2021-11-29 21:38:50+00:00,
False,in,1466159881673535496,"Juru Bicara &amp; Ketua Tim Pakar Satgas COVID-19 Prof. Wiku Bakti Bawono Adisasmito mengimbau masyarakat utk tetap disiplin menjalankan prokes ketat
https://t.co/DQoYhQDMw8 #ProkesCegahCovid3 @mahesatiwi @BiLLRaY2019 @Paltiwest @RD_4WR1212 @ChusnulCh__ @Rizmaya__ @YRadianto @Sery",2021-11-29 21:38:50+00:00,
False,en,1466159881145126915,"""The online training course was very informative and well presented. I wouldn’t change a thing. It included everything we wanted, including covid.""
Tracy Feetham
Holistic Therapist
https://t.co/fDme6FpMeW

#Photobiomodulation #PBMTherapy #PBMTherapyHeals  #THORLaser #NovoTHOR https://t.co/pKbtxEu0yb",2021-11-29 21:38:50+00:00,
False,en,1466159880918741002,@AlexTheYimby @Blackpilldbendr @ADHD_Uncreative @Cadeyrnn @AmericaElige What country has handled COVID well?,2021-11-29 21:38:50+00:00,replied_to
False,en,1466159880054747141,"I did not realize this before now, but I am the same age as the HIV/AIDS pandemic. 

The disease was first identified in a scientific paper in June 1981. https://t.co/G2yq1Fj0Lg",2021-11-29 21:38:49+00:00,
False,pl,1466159879132004365,"@pobozy 
Ty tak z dupy prezesa  p........z bażej ? Covid cię *****, szmalcowniku społeczny.",2021-11-29 21:38:49+00:00,
False,es,1466159877806563344,"@julicarri76 @biolucho2005 @jerezalclima Antivacuna sin experimentación, esta contra Alzheimer ya lleva 20 años en investigación. La del Covid la están experimentando en los incautos.",2021-11-29 21:38:49+00:00,replied_to
False,en,1466159877483495426,Any possible truth to Trump being covid+ when he met with build star families or is it leftist lies?,2021-11-29 21:38:49+00:00,
False,en,1466159877286420480,@Mazen_Mroue Maybe Covid was just a ruse to get us all to learn the Greek alphabet? 🤣,2021-11-29 21:38:49+00:00,replied_to
False,it,1466159876829294598,"@ubringmehomeee HAHAHAHA giustamente
Io ancora invece sono al 2020 capirai
Come se il periodo di quarantena fosse tutto condensato insieme e non fosse passato così tanto tempo
Cioè mi sembra ieri l'inizio del covid, o quando ho iniziato a seguire i ragazzi, invece è più di un anno...",2021-11-29 21:38:49+00:00,replied_to
False,en,1466159876460134402,"the only three COVID shots I need are red, white, and blue!",2021-11-29 21:38:49+00:00,
False,nl,1466159876166627341,"Ze zeggen toch altijd dat je moet stoppen op je hoogtepunt?
Wel, ik denk dat het hoogtepunt van Vivaldi, GEMS en Pedro bereikt is.
Het draagvlak voor jullie nonsens is al even laag als de IFR van covid; 0,15%. https://t.co/x8RjzMAKYN",2021-11-29 21:38:49+00:00,quoted
False,en,1466159875671613452,"@jimmyhendrixjr I do a deep tissue massage, jelly pedicure, wax, and chiropractic adjustment monthly. spa facials pre covid. I used to do yoga every morning but I fell off",2021-11-29 21:38:48+00:00,replied_to
False,en,1466159874631507969,"Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/tZq1zREMpl #findyourthing #redbubble 
#SitDownBoofhead #corona #coronavirus #covid19 #covid
#WorldAIDSDay#melbourneweather#wolvccm#SCOTUS
#Sweepstakes#PrimeVideoUglySweater#GivingTuesday",2021-11-29 21:38:48+00:00,
False,en,1466159874425950218,"#RT @CampbellAPS: Staff and students can still register for weekly asymptomatic testing: 
https://t.co/kMYmcH1Yks",2021-11-29 21:38:48+00:00,
False,en,1466159874279100420,having a more contagious but less severe strand of COVID is one way out of this pandemic https://t.co/L0turvaXqf,2021-11-29 21:38:48+00:00,quoted
False,en,1466159874220470273,"@_DeclanRice Violet was due to undergo lumber puncture tomorrow, but has tested positive for COVID 19 aswell as battling cancer :( is there any chance of a signed shirt to give her the support she needs, keep fighting young girl ❤️🤗 #Violetsdream 🙏

https://t.co/m43dqSzjrz https://t.co/8VsfCL48Wd",2021-11-29 21:38:48+00:00,
False,en,1466159874144972801,"@Luisa97209 @CLR78253 @callthecorners @Dannyjokes @trentlapinski “Instead, each day she was given a copy of the data and charged with uploading it into the system in a manner determined by the epidemiological team.”

https://t.co/2swQxXwNvw https://t.co/lEKtX9yfVX",2021-11-29 21:38:48+00:00,replied_to
False,en,1466159874044276741,"@lcagee @PetiteNicoco That would be true IF COVID had a 2% mortality rate. 

But with a  0.3 mortality rate, it's not worth getting the vaccine.",2021-11-29 21:38:48+00:00,replied_to
False,fr,1466159873436135437,"Je suis négative au covid 😷 , positive a ton charme♥️",2021-11-29 21:38:48+00:00,
False,en,1466159872555294733,"@Samcheese3 @JeanTee13 @doctor_oxford @DrAseemMalhotra Actually don’t bother. People like you are so tiresome. Don’t be vaccinated, it’s all a big conspiracy. Don’t mask up, get together with your mates and have a big Covid party. But if you turn up at A&amp;E, don’t expect me or anyone to treat you with anything other than contempt 👌🏻",2021-11-29 21:38:48+00:00,replied_to
False,en,1466159872546951173,"“The possibility of a molecular mimicry between the antigen encoded in mRNA vaccines and human cardiac proteins ought to also be studied, given the prevalence of myocarditis among certain individuals following the administration of COVID-19 mRNA-based 💉.” https://t.co/xk9dPuIPpV",2021-11-29 21:38:48+00:00,replied_to
False,pt,1466159872286892032,"Familia capixaba(bolsonarista) voltando da África contaminados com a nova cepa da covid, contaminaram 60 pessoas no avião, chegaram no es, se negaram ser vacinados( como saíram do país sem vacina?) N fizeram teste e já estão contaminando vizinhos, mas o Carnaval que vai dizimar.",2021-11-29 21:38:48+00:00,
True,en,1466159871376646152,".@POTUS In 2020 alone, roughly 680,000 people died from AIDS-related illnesses. This is unacceptable. Please ensure that the FY23 budget contains strong investment in the Global Fund to combat both COVID-19 and HIV/AIDS, TB, and malaria. #WorldAIDSDay https://t.co/d6qQJhvUth",2021-11-29 21:38:47+00:00,
False,en,1466159870378487817,"@mandyke68080981 @GillianMcKeith I know someone working in ICU. They're cancelling operations because their beds are full (you need an empty bed to start a surgery). 
Their beds are full of covid patients. 
Mostly people who aren't vaccinated.  
It's heartbreaking.",2021-11-29 21:38:47+00:00,replied_to
False,en,1466159869266825217,"@BallouxFrancois any thought on this?

https://t.co/E7txW5ZKun",2021-11-29 21:38:47+00:00,
False,pt,1466159868948234242,@CliaRib39593107 @brasil247 https://t.co/hr43aVuS42 Gado é Burro ou só que encher a paciência? 🤦,2021-11-29 21:38:47+00:00,replied_to
False,en,1466159866674884610,"@NIHDirector y do u only push vaccines 💉? Covid antibodies and Covid Therapeutics work well! Ivermectin, Doxycycline, Vitamin D and Zinc and a baby aspirin! HCQ/ Zithromax as well! What say u?",2021-11-29 21:38:46+00:00,
False,pt,1466159865907273728,"Pela primeira vez, na história dos EUA, a impopularidade de um presidente aumenta a fragilidade da democracia. As políticas de Biden são vastamente populares, ele não é mais. Pandemia e inflação não dão trégua. Coluna da @folha. https://t.co/t8c9R5JTuE",2021-11-29 21:38:46+00:00,
False,en,1466159865533927430,"Brisbane House price increase.
“Relative to the larger cities, housing affordability is less pressing, there have been fewer disruptions from Covid lockdowns and a positive rate of interstate migration is fuelling housing demand,” Mr Lawless said.
https://t.co/ikzkXphAcm",2021-11-29 21:38:46+00:00,
False,en,1466159864992780293,@KUSINews Has mild symptoms……… good gawd.. people with the vaccine get Covid still. This is never going to end we just have to live with it.,2021-11-29 21:38:46+00:00,replied_to
False,en,1466159863726284803,In Rison on Thursday? Get a #COVID19 vaccination from 2:30-5:30 p.m. at 1st Missionary Baptist Church. No reservations required. Stay protected this winter from COVID-19! #VaccinateTheNaturalState https://t.co/J6XCjm125T,2021-11-29 21:38:46+00:00,
False,sv,1466159863642435585,"@manshurtigh Även DAX är nästan en kopia av mönstret före covid nu, fast i betydligt större skala https://t.co/NAtcGIGWsa",2021-11-29 21:38:46+00:00,quoted
False,en,1466159863092981767,@HOT97 Vaxxed LeBron got Covid before Kyrie,2021-11-29 21:38:45+00:00,replied_to
False,en,1466159860979015681,"@MaryKRe @JeffreyEisele2 @JasonMi04961670 @ScottAdamsSays Yes, but he was brainstorming treatments with experts, something Biden has failed to do. No therapeutics for Joe, just vaccine, vaccine, vaccine—even though the vaccine doesn’t prevent covid.",2021-11-29 21:38:45+00:00,replied_to
False,en,1466159859691405326,We've got to get out of this Covid restriction spiral of doom   https://t.co/ljoe0QVPkU,2021-11-29 21:38:45+00:00,
False,en,1466159858269372416,@mysisloveme Tell her I think u got Covid making out with your sister and ask if she wants to join. Should work,2021-11-29 21:38:44+00:00,replied_to
False,fr,1466159857036374017,Maine-et-Loire. Covid-19 : un nouveau vaccinodrome ouvre à Angers,2021-11-29 21:38:44+00:00,
False,en,1466159856914776076,@MayorJenny This is demented! Why are our politicians pushing this dangerous life-threatening vaccine on our children now? They have the highest immunity of everyone and have nearly a zero risk with covid but the vaccine has the side effects that cannot be denied any further. Sad leadership!,2021-11-29 21:38:44+00:00,replied_to
False,en,1466159856545640451,"""Your Thursday Briefing"" by Melina Delkic | NYT #Briefing https://t.co/RKGamuJyI5 https://t.co/d9skanQym8",2021-11-29 21:38:44+00:00,
False,en,1466159856386289664,"@HywelEv87816242 @RubbishNo3 I agree,  it’s all click bait crap just like most media outlets now. They make so much money with Covid they’ll never stop",2021-11-29 21:38:44+00:00,replied_to
False,en,1466159855136350211,@MiloRoyal1871 @BernieSpofforth When you can find a fragment of a common cold from a PCR tests anyone could be diagnosed with Covid. I was admitted with food poisening last yr. Refused to be tested &amp; because i had a temperature thy convinced themselves i had Covid. Thought i was in an asylum.😡,2021-11-29 21:38:44+00:00,replied_to
False,fr,1466159854381416451,@valerieboyer13 Elle parle encore du Covid elle ? Un mot sur la chloroquine?,2021-11-29 21:38:43+00:00,replied_to
False,en,1466159852489687042,"if you can wrap a token you can wrap a jpeg 

maybe that’s an irrelevant factoid as is, made even more so by stonks collapsing and Covid running amok and the end of the world

maybe it’s not tho",2021-11-29 21:38:43+00:00,
False,en,1466159852317597698,"@rene_bross @BillKristol TRUMP SHOULD BE SUBPOENAED TO TESTIFY UNDER OATH BEFORE CONGRESS WITH RESPECT TO HAVING COVID

TRUMP IS GUILTY OF HAVING COVID UNTIL PROVEN INNOCENT OF HAVING COVID

TRUMP SHOULD BE FORCED TO PROVE HIS ASSERTION.  HIS ACCUSERS DON'T NEED TO PROVE HE HAD COVID",2021-11-29 21:38:43+00:00,replied_to
False,en,1466159851948720136,"Dec. 1 marked a grim anniversary in #Brampton, #Mississauga and #Caledon, with Peel Region's public health unit first launching its #COVID19 emergency response 675 days ago. More than 1,000 residents have died from the virus since.
https://t.co/Eu95Z7FsB1 https://t.co/VBejLR34UO",2021-11-29 21:38:43+00:00,
False,en,1466159849151082502,U.S. confirms nation's first case of omicron Covid variant in California https://t.co/YwQwTqLHCk,2021-11-29 21:38:42+00:00,
False,und,1466159848794558466,https://t.co/87flldFmar,2021-11-29 21:38:42+00:00,
False,en,1466159847406288901,"The Division of Health reports 94 additional cases of COVID-19, and 1 new deaths among county residents. Of the 19,718* cases, 18,426 cases have been classified as recovered. *(One reported positive case has been re-assigned out of County)
https://t.co/yq22PS0Zjr",2021-11-29 21:38:42+00:00,
False,es,1466159846663901187,"#NOTICIA🇨🇴🇪🇨: Comerciantes colombianos expresaron  su malestar por la decisión de su Gobierno y el de Ecuador de mantener clausurada la frontera a raíz de la variante del Covid-19, Ómicron. 
https://t.co/7BzmBoIfk6",2021-11-29 21:38:42+00:00,
False,en,1466159844327444484,@Franklin_Graham @Daystar The devil got back one of his minions. Guess its now up to other anti-Americans to push misinformation on COVID. https://t.co/CmTynKfOea,2021-11-29 21:38:41+00:00,replied_to
False,en,1466159844256325639,@BobbySolez $taylorwilliam41 just got my positive Covid test results today… could use some lifting up since I’m gonna be workless for the next 10 days at least. 😔 https://t.co/oxRTicvBHs,2021-11-29 21:38:41+00:00,replied_to
False,en,1466159841932722177,"They better not say shit at all when they become the next ones to have a case of the Omicron COVID-19 variant AND see their lives slip away from their motherfucking fragile hands as a motherfucking result.  OK?  This ain't a joke or whatever, man.  THIS SHIT IS STILL REAL!!!!!!!!",2021-11-29 21:38:40+00:00,replied_to
False,en,1466159841768972289,@truthstreamnews Sleeping poorly but may be because I am recovering from COVID-19.,2021-11-29 21:38:40+00:00,replied_to
False,und,1466159840376594434,@soulovez @EboneeDavis https://t.co/U9Z2C6LnNn,2021-11-29 21:38:40+00:00,replied_to
False,en,1466159840301039627,"@ChrisOlin @rubicon59 Mate the Unruly acquisition was genius. They paid peanuts for it...and integrated it in &lt;1yr while in middle of covid. 

Decision to acquire Tremor Video from Telaria was also Ofer's idea &amp; that too, at a peanuts val. Made the stack better / fit for purpose...and uber cash gen.",2021-11-29 21:38:40+00:00,replied_to
False,en,1466159839869026314,"@nearing_1 @Pleased2CU @BrianJamesESQ This link doesn't state that the Covid PCR test has failed its review.

Nor does it say, as originally claimed, that the test cannot differentiate between Covid, cold, and flu.",2021-11-29 21:38:40+00:00,replied_to
False,en,1466159839789342733,"@King_DREAMER @coolj1201 @Lj_Foster Only way Kyrie can die is if he has a weak immune system or suffers from a disorder like asthma, anemia.. things of that nature. If he’s perfectly healthy, Covid would be like have a cold.",2021-11-29 21:38:40+00:00,replied_to
False,und,1466159838996701187,"#MegaLiveNews @MegaTvOfficial @NewsItFeed 

https://t.co/6nhQ3g98yd

Sweden, Denmark Pause Moderna's Covid-19 Vaccine For Younger Age Groups

Κύριε Ευαγγελάτε μου, είμαι πολύ περίεργος αν θα το διαβάσεις έστω.

Η πηγή είναι ""επίσημη"" 

PUBLISHED
OCT 6, 2021",2021-11-29 21:38:40+00:00,
False,en,1466159838602293248,"@David_Cormack @dchengnz yes, they suck at being a left wing government but are great at handling covid",2021-11-29 21:38:40+00:00,replied_to
False,en,1466159837994098689,"If *I* made the decision to bring her into a higher risk situation, just to make Uncle Bob feel more comfortable - and then she got sick from COVID (god forbid died from COVID?)...how would I live with myself?

Uncle Bob is a healthy adult fully capable of getting the vaccine.",2021-11-29 21:38:39+00:00,replied_to
False,en,1466159837549449216,Daily Covid Deaths per 1K Population by County For FL   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/ElDaucLUTC,2021-11-29 21:38:39+00:00,
False,en,1466159837172043778,COVID Booster Got! 💉,2021-11-29 21:38:39+00:00,
False,en,1466159836027138049,@johncuccio3 There’s no test for the original so called COVID either,2021-11-29 21:38:39+00:00,replied_to
False,en,1466159835662237703,"Oh my goodness.  Well, I sure as hell just REALLY want everyone out there to make sure that they're taking both COVID-19 and its latest Omicron variant a whole lot more seriously than ever before right now because........ https://t.co/5r67xFCDHx",2021-11-29 21:38:39+00:00,quoted
False,es,1466159835154628617,"El doctor Anthony Fauci, director del Instituto Nacional de Enfermedades Infecciosas, dijo que el paciente en California estaba completamente vacunado contra el #covid-19, y actualmente se encuentra en cuarentena voluntaria.
https://t.co/JS1dm0JWRq",2021-11-29 21:38:39+00:00,
False,en,1466159832306798602,"@RubinReport @richdiet_mel He’s absolutely right - lock everything down, blame the economic blow on Covid, then ease restrictions and brag about all the new jobs being “created”.",2021-11-29 21:38:38+00:00,replied_to
False,es,1466159831589560321,@danielscioli @jairbolsonaro @ArgentinaEnBras saludalo de mi parte x no caer ante la farsa sanitaria del covid,2021-11-29 21:38:38+00:00,replied_to
True,es,1466159830784167943,"@MeerRocio Pues ya podrían estar interesados en investigar el tema de la sangre y hemoderivados infectados con VIH y Hepatitis, que se llevó entre otros a cientos de hemofílicos..o el número real de fallecidos por Covid y por qué se contabilizaba a cualquiera aunque la causa no fuera Covid https://t.co/4eB0EATYRv",2021-11-29 21:38:38+00:00,replied_to
False,en,1466159830511489026,@BolWrld COVID dummy,2021-11-29 21:38:38+00:00,replied_to
False,en,1466159830394101766,@RMConservative I don't think we know of a single instance of anyone who had a previous COVID-19 infection contracting COVID again and therefore not transmitting it.  How about these bans only apply to vaccinated people who have not had a previous infection?  That would be more sciency at least.,2021-11-29 21:38:38+00:00,replied_to
False,en,1466159830276603905,Covid got more strains then modern day weed,2021-11-29 21:38:38+00:00,
False,en,1466159830205448200,@POTUS Replace higher costs with covid...Thats what you did.,2021-11-29 21:38:38+00:00,replied_to
False,en,1466159830050213891,"@jswriter65 @FreeBeacon It's only going to make you tired and cough.
And remember if you had covid, you cannot get it again.",2021-11-29 21:38:38+00:00,replied_to
False,en,1466159829890781193,"As the GOP again looks to exploit fears around a new COIVD variant @hai_rac's piece is worth a read 👇

Decoding Racist and Xenophobic Dog-Whistles: Xenophobic Lie: “Immigrants spread COVID""  https://t.co/RifeIN3rZS via @AmericasVoice",2021-11-29 21:38:38+00:00,
False,en,1466159829169414153,"Trump tested positive for COVID-19 before the first debate with Biden, then lied about it https://t.co/DUQuJUWwoI",2021-11-29 21:38:37+00:00,
False,es,1466159828724760580,Rosario ha pasado el covid y ha perdido el gusto pobrecita,2021-11-29 21:38:37+00:00,
False,en,1466159824878641172,At this point COVID gonna have more strains than marijuana by 2022 😂,2021-11-29 21:38:36+00:00,
False,en,1466159824668876803,"Hey, we're going to have a hockey game in Elmont tomorrow night. 

The #Isles are back and so are a few important names:

https://t.co/AmmpgQCD0X",2021-11-29 21:38:36+00:00,
False,en,1466159823741931525,This article from @TheAtlantic about medical professionals struggling with #longCOVID describes so beautifully many of our long-time experiences with #MECFS generally and the difficulty in explaining the total energy depletion we feel: https://t.co/Xqk5mFMmdr,2021-11-29 21:38:36+00:00,
False,es,1466159822936625157,"Toma en cuenta las indicaciones para recibir los distintos servicios médicos, así como seguir todas las medidas sanitarias ante la pandemia del COVID-19.

#GobernamosConElCorazón https://t.co/dLRVYQz2JB",2021-11-29 21:38:36+00:00,replied_to
False,en,1466159822408060929,@OANN @AAPSonline @ChanelRion Get to the root of the problem; investigate fauxi … that’ll uncover a lot more of what we really need to know in every aspect of COVID,2021-11-29 21:38:36+00:00,replied_to
False,fr,1466159821426544641,"Les #vaccins ne protègent pas des cas graves, ce sont les #mutants  #covid19 affaiblis qui prennent le dessus
Le problème est qu’on les empêche de se diffuser, c’est grâce à ces mutants que les hôpitaux sont moins remplis
https://t.co/z85nJFSyZs",2021-11-29 21:38:36+00:00,
False,pt,1466159821200236549,"@edusartori1982 @bernardokuster2 O drama é que a vacina da Febre Amarela FUNCIONA (tomou, imunizou. nao fica doente).
Erradicaram o sarampo assim na década de 80, com vacinas que realmente funcionam.

Já as da COVID.... estamos aí vendo a eficácia.

Esse é o drama.",2021-11-29 21:38:35+00:00,replied_to
False,en,1466159820541607942,None of this is to deny that there's misinformation about Covid and vaccines etc; there's an UNBELIEVABLE amount of stupid bullshit out there. But there's also a fair bit of raw data that people simply cannot discuss outside certan echo chambers without being stomped down.,2021-11-29 21:38:35+00:00,replied_to
False,pt,1466159820495630337,COVID-19: 36 mortes foram registrados nas últimas 24h00 em Minas https://t.co/J3tFltZWM9,2021-11-29 21:38:35+00:00,
False,en,1466159820273184769,He's announcing National would have a cure for Covid by Xmas? https://t.co/YndTVeijHi,2021-11-29 21:38:35+00:00,quoted
False,en,1466159820260708360,It was clear that mandates work so our GQP administration decided masks are definitely bad and they will not allow masking. That's pro life Missouri. Where you can't get an abortion but you can spread Covid. https://t.co/KaLgkHTWxV,2021-11-29 21:38:35+00:00,quoted
False,en,1466159819153305602,Christensen fosters this... https://t.co/PC6T1q4Mk0,2021-11-29 21:38:35+00:00,
False,es,1466159818796900356,"HASTA EL MOMENTO SERÍA ASINTOMÁTICO. 

Reportan que Julio César Chávez dio positivo a covid-19. 

¡Mejórate pronto campeón! https://t.co/wrWqMgOaOM",2021-11-29 21:38:35+00:00,
False,en,1466159817903517697,I’m not shocked Cali is the first state with the new Covid shit. Isn’t Covid start there when it entered the states,2021-11-29 21:38:35+00:00,
False,en,1466159817307922444,"@BradHuston im with you,...the charts told us a pullback was coming before the powell and covid news came. Now we go back up...too easy sometimes 💪💪💪",2021-11-29 21:38:35+00:00,replied_to
False,en,1466159816683016194,"@jordanbpeterson In Australia they are putting people into Quarantine centres even if they're covid negative. 
Crazy world huh?",2021-11-29 21:38:34+00:00,replied_to
False,fr,1466159815885996040,"Prévu dans un calendrier, référence à Macron… 5 #FakeNews sur le variant #Omicron passées au crible par #LesVérificateurs &gt; https://t.co/kZoDZByEtF cc @verif_TF1LCI @cquevrain @BenjaminDard https://t.co/cdzAz5Sh7J",2021-11-29 21:38:34+00:00,
