possibly_sensitive,created_at,lang,text,tweet_id,type,clean_tweet
False,2021-11-29T00:29:31.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465115670656524292,retweeted,"['rt', ""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
False,2021-11-29T00:28:49.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465115496194449415,retweeted,"['rt', ""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
False,2021-11-29T00:28:46.000Z,en,RT @natashasmygem: black widow and shang-chi added to the iconic marvel introduction scene so true https://t.co/Nnc64QDhf3,1465115482349051906,retweeted,"['true', 'rt', 'iconic', 'introduction', 'marvel', 'chi', 'scene', 'widow', 'shang', 'black', 'added']"
False,2021-11-29T00:28:44.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465115474639818753,retweeted,"['rt', ""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
False,2021-11-29T00:28:42.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465115467937423361,retweeted,"['rt', ""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
False,2021-11-29T00:28:40.000Z,es,"|| No se por que pero ahora cuando nombran a black widow me descompongo :(,lo que le pasó no se supera en la vida",1465115460349747200,,"['que', '(', 'se', 'en', 'la', 'por', 'vida', 'le', 'pero', 'descompongo', 'paso', 'ahora', 'cuando', '||', 'supera', 'lo', 'widow', 'black', 'nombran']"
False,2021-11-29T00:28:33.000Z,en,RT @comicsarchived: 〈〉Black Widow by Phil Noto. https://t.co/3GhU9NIkAX,1465115427701411845,retweeted,"['rt', 'noto', 'widow', 'black', 'phil']"
False,2021-11-29T00:28:30.000Z,en,"THE WEB OF BLACK WIDOW 2019, ISSUE 3 https://t.co/X24kGXsNgx",1465115415168917507,,"['2019', '3', 'widow', 'issue', 'web', 'black']"
False,2021-11-29T00:27:40.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465115207039078409,retweeted,"['rip', 'rt', 'cliff', 'dude', 'died', 'ladydeath', 'written', 'widow', 'black', 'syndrome']"
False,2021-11-29T00:27:28.000Z,en,"@Veg_Ezy_ Did you identify spider? Can't see a violin🎻on upper body 2 smushed Only 2 poisonous spiders listed in N California Black Widow this is not, and Brown recluse Terrifying to be in baby's crib This Lists all NCali spiders
https://t.co/gECTUTfjv1",1465115156350836739,replied_to,"['list', 'poisonous', 'can', 'violinon', 'not', 'california', 'crib', 'identify', 'listed', 'brown', 'terrifying', 'ezy', 'smushed', 'ncali', 'body', '2', 'spider', 'baby', 'upper', ""'s"", 'widow', 'black', 'recluse', 'see', 'n', 'spider', '?']"
False,2021-11-29T00:27:20.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465115123895488520,retweeted,"['rt', 'flying', 'avenger', 'widow', 'black', 'rest']"
False,2021-11-29T00:24:56.000Z,es,@nicoo_crupi Civil War es un B y Capitana Marvel esta ahi ahi con Black Widow,1465114518858649605,replied_to,"['un', 'capitana', 'con', 'ahi', 'e', 'civil', 'b', 'marvel', 'widow', 'black', 'crupi', 'esta', 'war']"
False,2021-11-29T00:24:42.000Z,en,@jfarbzz yeah i always go to thrift stores unless it’s hard to make aka the black widow costume,1465114460872486926,replied_to,"['thrift', 'go', 'store', 'widow', 'yeah', 'black', 'aka', 'costume', 'always', 'make', 'unless', 'hard']"
False,2021-11-29T00:24:30.000Z,en,RT @TSPIC12: Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465114410113024000,retweeted,"['rt', ""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
True,2021-11-29T00:24:23.000Z,en,"RT @lure_lady: -50% OFF 🙀 ALL VIDEOS❗️
👉https://t.co/amZIHZwlVf https://t.co/OagfrkciVx",1465114382367604736,retweeted,"['rt', '%', 'video', '50', 'lady']"
False,2021-11-29T00:24:12.000Z,en,Scarlett Johansson in ' Black Widow ' (2021) https://t.co/rCbVZ5v6wS,1465114336280838144,,"[""'"", '(', 'widow', 'scarlett', 'black', ')', 'johansson', '2021']"
False,2021-11-29T00:23:35.000Z,en,@slexiecryer Good I'm watching black widow hbu,1465114179984052227,replied_to,"['I', 'hbu', 'widow', 'good', 'black', 'watching']"
False,2021-11-29T00:23:24.000Z,en,@March4th2022 they should of done this with black widow,1465114132387094533,replied_to,"['widow', 'black', 'done']"
False,2021-11-29T00:23:17.000Z,en,"RT @Bisleri_maymer: No One 

MCU to Toni Stark and Black Widow before Endgame : https://t.co/enA4ch24uK",1465114103735717890,retweeted,"['mcu', 'one', 'rt', 'endgame', 'stark', 'toni', 'widow', 'black', 'maymer']"
False,2021-11-29T00:22:47.000Z,en,black widow forever love her so much https://t.co/93I2olUuKp,1465113977252462593,quoted,"['widow', 'love', 'black', 'forever', 'much']"
True,2021-11-29T00:22:02.000Z,en,@pintobeans18 Black Widow displayed more martial arts than the man who was supposed to be the best hand-to-hand fighter in the whole MCU and they never even showed the real powers of the ten rings 😤 https://t.co/rgtel2ZeyF,1465113788546355203,replied_to,"['power', 'supposed', 'even', 'showed', 'man', 'hand', 'displayed', 'mcu', 'art', 'best', 'never', 'ring', 'whole', 'ten', 'martial', 'fighter', 'widow', 'black', 'real']"
True,2021-11-29T00:21:57.000Z,en,"RT @baddysunny: Black Widow finally finds the infinity stones...
From sweet ❤️: @ScarlettJonesUK https://t.co/xnNmj2B9Hu",1465113770037059585,retweeted,"['infinity', 'rt', 'widow', 'black', 'finally', 'find', 'sweet', 'stone']"
False,2021-11-29T00:21:53.000Z,in,"https://t.co/3W65KV4JJz

Fase 4 Marvel Cinematic Universe sudah diisi dengan beberapa film seperti Black Widow, Shang-Chi, hingga Eternals.",1465113750814429184,,"['diisi', 'cinematic', 'sudah', 'hingga', 'marvel', 'chi', 'seperti', 'film', 'widow', '4', 'beberapa', 'black', 'shang', 'eternals', 'universe', 'dengan', 'fase']"
False,2021-11-29T00:21:13.000Z,en,The reason why the Black Widow timeline doesn't make sense is Mephisto,1465113583998570497,,"['mephisto', 'reason', 'sense', 'widow', 'black', 'make', 'timeline']"
False,2021-11-29T00:20:29.000Z,pl,ej a na black widow była informacja o przedpremierowym seansie dopiero w trakcie sprzedaży biletów czy wcześniej?? #SpiderManNoWayHome,1465113399453495302,,"['informacja', 'seansie', 'ej', 'w', 'biletow', 'trakcie', 'wczesniej', 'byla', 'czy', 'sprzedazy', 'widow', 'black', 'dopiero', 'przedpremierowym', '?', 'na']"
False,2021-11-29T00:20:14.000Z,en,@7thUpperMoon I watched Shang-Chi last night and I thought the fight scenes were incredibly choreographed. Better than Black Widow. We bout to tussle over this! https://t.co/0qtOPUNqRQ,1465113334534004736,replied_to,"['bout', 'last', 'this', 'scene', 'choreographed', '!', 'chi', 'widow', 'watched', 'shang', 'incredibly', 'black', 'fight', 'thought', 'night', 'better', 'tussle']"
False,2021-11-29T00:19:31.000Z,en,"|| I am retiring Black Widow after 5-ish years of roleplaying her ! I am flipping this account soon &lt;3 I will completely understand if some of you unfollow but no matter how hard I try , i am just genuinely out of muse for my favourite girl . I am so happy for the friends",1465113157819633666,,"['matter', 'year', 'unfollow', 'muse', 'hard', '&', 'girl', '5', 'flipping', 'account', 'retiring', 'completely', 'soon', 'lt', '!', 'favourite', 'understand', 'happy', '||', 'roleplaying', 'genuinely', 'friend', 'try', '3', 'widow', 'black', 'ish']"
True,2021-11-29T00:18:58.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465113019373867011,retweeted,"['fan', 'rt', 'content', 'join', 'lot', 'widow', 'black', ')', 'super', 'hot']"
False,2021-11-29T00:18:58.000Z,es,@thenicoya79 Hace 4 Meses Yo Tuve Disney Plus Por 2 Meses Lo Había Contratado Para Ver La Película En Solitario De Black Widow Pero Me Estafaron $159 Pesos,1465113017096441860,replied_to,"['pelicula', 'plus', 'me', 'en', 'hace', 'habia', 'la', 'por', 'yo', 'disney', 'contratado', 'pero', '2', 'para', 'de', 'ver', 'solitario', '159', 'lo', 'tuve', 'widow', 'estafaron', '4', 'black', '$', 'peso']"
False,2021-11-29T00:18:42.000Z,en,"RT @LosGeez: Wandavision, Loki, (I liked Black Widow) What If, Shang Chi.....all dope",1465112952042930179,retweeted,"['loki', 'rt', '(', 'wandavision', 'chi', 'widow', 'i', 'black', 'shang', ')', 'dope', 'liked']"
False,2021-11-29T00:18:14.000Z,en,@ghost_motley @GroundedTech Black widow was good but eternals was ass,1465112833956450308,replied_to,"['motley', 'as', 'widow', 'good', 'black', 'eternals']"
True,2021-11-29T00:17:24.000Z,en,"RT @lure_lady: -50% OFF 🙀 ALL VIDEOS❗️
👉https://t.co/amZIHZwlVf https://t.co/OagfrkciVx",1465112623335231488,retweeted,"['rt', '%', 'video', '50', 'lady']"
False,2021-11-29T00:17:17.000Z,es,"Una vez vuelva a casa me vere todo lo de la cuarta fase de marvel, osea, black widow, wandavision, loki, shang chi y lo que me este olvidando (excepto what if, esa la vi semana a semana xD)",1465112591810760704,,"['semana', 'que', '(', 'marvel', 'chi', 'fase', 'una', 'la', 'este', 'esa', 'olvidando', 'vez', 'xd', 'todo', ')', 'osea', 'loki', 'de', 'vere', 'casa', 'cuarta', 'excepto', 'vi', 'lo', 'wandavision', 'widow', 'shang', 'black', 'vuelva']"
False,2021-11-29T00:17:13.000Z,es,RT @Reynael40173908: @AvergersAliance @AztecaSiete @ScarlettGirl_ @DianaMaravilla_ @SpiderGirl_3 @LaJeanGrey @AmandaGalas25 @SimbiosysR @Ca…,1465112577931989005,retweeted,"['3', 'rt']"
False,2021-11-29T00:17:11.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465112570151378945,retweeted,"['offline', 'to', 'rt', 'man', '(', 'marvel', 'captain', 'everline', 'q', 'iron', '211128', 'sangyeon', ')', 'boyz', 'hero', 'america']"
False,2021-11-29T00:17:01.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465112528564932611,retweeted,"['rt', 'flying', 'avenger', 'widow', 'black', 'rest']"
False,2021-11-29T00:16:17.000Z,en,Black widow is liked by Luigi,1465112343289937920,,"['widow', 'liked', 'black', 'luigi']"
False,2021-11-29T00:15:34.000Z,en,"BLACK WIDOW SPOILER:
I’m waiting until #Hawkeye is completely released to watch it, but I’m assuming the first main villain is gonna be Nat’s sister (Yvetla or something) and I hope her and Hawkeye team up to take down that woman who told Yvetla that Hawkeye killed her sister.",1465112161479495680,,"['waiting', 'sister', 'yvetla', '(', 'villain', 'killed', 'spoiler', 'first', 'nat', 'assuming', 'main', ')', 'woman', 'hawkeye', 'completely', 'something', 'hope', 'I', 'released', 'watch', 'team', ""'s"", 'widow', 'black', 'told', 'going', 'take']"
False,2021-11-29T00:15:16.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465112085797421061,retweeted,"['fan', 'rt', 'lulamae', 'captain', 'widow', 'evans', 'scarlett', 'black', 'america', 'johansson', 'little', 'chris']"
False,2021-11-29T00:15:08.000Z,en,@BritMartinez Black Widow. It struggled to mix in a bunch of woke sh*t… while still remaining s*xy and adventure based. The result was a movie that had ranges of violence against women and struggled with its story line.,1465112052914171906,replied_to,"['story', 'struggled', 'bunch', 't', 'still', 'woke', 'xy', 'range', 'mix', 'movie', 'woman', '*', 'based', 'violence', 'result', 'adventure', 'remaining', 'sh', 's', 'widow', 'black', 'line']"
False,2021-11-29T00:14:57.000Z,en,"i absolutely do not agree for black widow and doctor strange. they’re top tier mcu movies, i said what i said.
i can’t say for eternals, i haven’t watched it yet. https://t.co/LZUAkmT4Td",1465112006051123205,quoted,"['mcu', 'said', 'absolutely', 'can', 'not', 'movie', 'widow', 'tier', 'watched', 'black', 'strange', 'eternals', 'agree', 'yet', 'say', 'doctor', 'top']"
False,2021-11-29T00:14:09.000Z,en,"RT @TheBLCKVIDOW: A Personality of #StellarSimp

       ꧁𝙽𝚊𝚝𝚊𝚜𝚑𝚊 𝚁𝚘𝚖𝚊𝚗𝚘𝚏𝚏꧂

-Original Avenger 
-Black Widow
-Former Russian Spy
-Bisexual…",1465111805462781953,retweeted,"['russian', 'spy', 'rt', 'avenger', 'former', 'bisexual', 'Natasha', 'Romanoff', 'widow', 'black', 'original', 'personality']"
False,2021-11-29T00:13:55.000Z,en,black widow was so good !!,1465111747346448390,,"['widow', 'good', 'black', '!']"
False,2021-11-29T00:13:07.000Z,en,S1E4: The Black Widow of Macon Georgia https://t.co/YvX6sxIroV,1465111544656769030,,"['georgia', 'widow', 'black', 'macon', 's1e4']"
False,2021-11-29T00:11:04.000Z,en,"@SeriesBrasil Vi (Arcane)
Kate Bishop (Hawkeye)
Emily Dickinson (Dickinson)
Alice (Batwoman)
Ryan Wilder (Batwoman)
Yelena (Black Widow)
Harley Quinn (The Suicide Squad)
Caça Ratos 2 (The Suicide Squad)
King Shark (The Suicide Squad)
https://t.co/jvyprvmHtS",1465111028807749635,replied_to,"['(', 'shark', 'quinn', 'caca', 'bishop', 'dickinson', 'squad', 'arcane', 'ryan', 'the', 'suicide', ')', 'hawkeye', 'yelena', '2', 'alice', 'king', 'emily', 'kate', 'vi', 'batwoman', 'harley', 'ratos', 'widow', 'black', 'wilder']"
False,2021-11-29T00:10:03.000Z,en,"@filmtasha LEGIT just watched a bit of the other Boleyn girl (it was on TV) and I didn’t know she was in it until she appeared and I was so confused😭 my dad asked “hold on isn’t that black widow???”. Same, dad, same",1465110774226079750,replied_to,"['know', 'legit', 'tv', 'dad', 'boleyn', 'confused', 'it', 'girl', '(', 'hold', 'asked', 'widow', 'watched', 'black', ')', 'bit', '?', 'appeared']"
False,2021-11-29T00:09:49.000Z,en,@wildkait New black widow movie looks so far idk about y’all,1465110713471488001,replied_to,"['new', 'movie', 'far', 'look', 'widow', 'black', 'idk']"
False,2021-11-29T00:09:29.000Z,en,“Black Widow is a knockout that will knock you out!” https://t.co/HmRDvfImbb,1465110628960546816,replied_to,"['knockout', '!', 'out', 'widow', 'knock', 'black']"
False,2021-11-29T00:09:03.000Z,en,"Didn’t accept it, watched Black Widow. Fucking hell, man. Think that’s the worst of the lot! Ray Winstone’s Russian accent https://t.co/BfHsdM0Jpe",1465110521716396034,replied_to,"['think', 'russian', 'worst', 'lot', 'man', ""'s"", '!', 'widow', 'watched', 'hell', 'black', 'winstone', 'accent', 'fucking', 'accept', 'ray']"
False,2021-11-29T00:08:36.000Z,en,"like all the movies I've seen in theatres this year were Black Widow, Shang Chi, and Eternals and at home I just rotate between winter soldier, civil war, infinity war, and endgame 
sometimes age of ultron is thrown in but only when I'm in deep",1465110407434153986,replied_to,"['theatre', 'rotate', 'chi', 'soldier', 'home', 'ultron', 'eternals', 'deep', 'infinity', 'war', 'age', 'sometimes', 'seen', 'I', 'thrown', 'year', 'endgame', 'civil', 'movie', 'widow', 'shang', 'like', 'black', 'winter']"
False,2021-11-29T00:08:05.000Z,en,Black Widow Natasha Romanoff White suit Uniform Halloween Cosplay Costume https://t.co/VZefxlCO2R eBay,1465110280292028416,,"['uniform', 'white', 'cosplay', 'natasha', 'romanoff', 'widow', 'black', 'suit', 'halloween', 'costume']"
False,2021-11-29T00:07:01.000Z,en,"You know what's ironic? Marvel is kind of the epitome of fanboyism and yet, it's best and strongest are all women. Give me Black Widow, Carol Danvers, and Wanda over the boys any day. 

This tweet brought to you by someone who got sucked into a rewatch after Shang-Chi.",1465110010938150914,,"['ironic', 'kind', 'marvel', 'epitome', 'chi', 'carol', 'give', 'boy', 'know', 'fanboyism', 'tweet', 'rewatch', 'best', 'woman', 'someone', 'strongest', 'day', 'yet', 'wanda', 'brought', 'widow', 'got', 'black', 'shang', 'sucked', '?', 'danvers']"
False,2021-11-29T00:05:46.000Z,en,https://t.co/dwjqKVg7lS Widow&amp;avatar=6 https://t.co/Mhz28kzlOu,1465109696885542916,,[]
False,2021-11-29T00:05:33.000Z,en,https://t.co/dwjqKVg7lS Widow&amp;avatar=6 https://t.co/FJAN4HYzWw,1465109639926792197,,[]
False,2021-11-29T00:04:47.000Z,tr,"https://t.co/dwjqKVg7lS Widow&amp;avatar=6
Fırsatları kaçırmayın uye olun kyc tamamlayın fırsatlardan yararlanın 
Bedava kazanç https://t.co/SzsxEeQ3wy",1465109447882297353,,"['kacirmayin', 'kazanc', 'kyc', 'uye', 'bedava', 'firsatlardan', 'olun', 'tamamlayin', 'firsatlari', 'yararlanin']"
False,2021-11-29T00:03:33.000Z,en,@erternals Black Widow com Eternals eu vou me m,1465109137138851844,replied_to,"['eu', 'vou', 'com', 'widow', 'black', 'eternals']"
False,2021-11-29T00:03:20.000Z,en,Scarlett Johansson is BLACK WIDOW Part 1 [HD] Behind the Scenes https://t.co/MFWsBH04tx via @YouTube,1465109084860936197,,"['part', 'hd', 'behind', 'scene', '1', 'widow', 'scarlett', 'black', ']', 'johansson', '[']"
False,2021-11-29T00:03:10.000Z,en,"@ZeffanieandBill This #Xmas, join the #conspiracy

THE BLACK WIDOW CONSPIRACY debut single THIS AIN'T NO LOVE SONG, is available for download Dec 6th &amp; will be featured on the upcoming film PACT OF VENGEANCE by @killerwolffilms
 
#film #filmmusic #PactOfVengeance #music 

https://t.co/nnq3yLX0J3",1465109041659752449,replied_to,"['amp', 'pact', 'available', '&', 'dec', 'single', 'love', 'vengeance', 'debut', 'song', 'join', 'download', 'film', 'featured', 'widow', 'black', '6th', 'upcoming', 'conspiracy']"
False,2021-11-29T00:01:37.000Z,en,@Serlentpops Black Widow,1465108651337650179,replied_to,"['widow', 'black']"
False,2021-11-29T00:00:11.000Z,en,|| might watch black widow tonight bc I fucking miss her https://t.co/pkG98sxXnj,1465108291680362498,,"['bc', 'watch', 'widow', 'tonight', 'black', 'might', 'fucking', '||', 'miss']"
False,2021-11-29T00:00:06.000Z,es,"64. Black Widow
La tenía pendiente ya que la fui dejando pasar mucho tiempo y bueno, pues ha estado nice, sin más. https://t.co/U7lLYoQm2C",1465108267940696069,replied_to,"['fui', 'que', 'pasar', 'la', 'ya', 'ma', 'dejando', 'nice', 'mucho', 'tiempo', 'ha', 'bueno', 'sin', 'tenia', '64', 'pues', 'widow', 'black', 'pendiente', 'estado']"
False,2021-11-28T23:59:19.000Z,en,Zillia &amp; CreepyBloom VS galaxy star &amp; Black Widow pr2 https://t.co/mqbNrTNJpQ,1465108071525629969,,"['v', '&', 'star', 'pr2', 'amp', 'creepybloom', 'widow', 'black', 'zillia', 'galaxy']"
False,2021-11-28T23:58:08.000Z,pt,não assisti black widow até hoje  https://t.co/mJmQqk0FP1,1465107773130260484,,"['hoje', 'ate', 'widow', 'nao', 'black', 'assisti']"
False,2021-11-28T23:52:05.000Z,en,@AndyShaggyKorty Did you already do Black Widow? Also I think Iron Fist has a lot of such connections in certain areas. I think I'm starting to realize the thread here.,1465106250409005056,replied_to,"['think', 'also', 'certain', 'lot', 'area', 'I', 'starting', 'connection', 'thread', 'realize', 'widow', 'fist', 'iron', 'black', '?', 'already']"
False,2021-11-28T23:51:42.000Z,en,still wex black widow kill she self for this damn soul stone 🤧🤧🤧,1465106155106091013,,"['still', 'stone', 'damn', 'soul', 'widow', 'wex', 'self', 'black', 'kill']"
False,2021-11-28T23:51:32.000Z,en,Black Widow The Movie Yelena Belova Uniform Cosplay Costume Halloween https://t.co/sVzoIw9MiI eBay,1465106112781316096,,"['yelena', 'uniform', 'movie', 'cosplay', 'widow', 'black', 'halloween', 'costume', 'belova']"
False,2021-11-28T23:51:22.000Z,es,@AvergersAliance @AztecaSiete @ScarlettGirl_ @DianaMaravilla_ @SpiderGirl_3 @LaJeanGrey @AmandaGalas25 @SimbiosysR @CapitanUTM @Christ_CYS @KillerFrost27 @LoeLovly @StarkMex2 #EsDeSuperheroe enamorarsé una y otra vez de Black Widow😍,1465106070293131271,replied_to,"['otra', 'de', '3', 'vez', 'widow', 'black', 'cys', 'enamorarse', 'una']"
False,2021-11-28T23:50:49.000Z,en,@AlyssaLang Could you imagine the black widow series?  😍,1465105934867382278,replied_to,"['could', 'series', 'widow', 'black', 'imagine', '?']"
False,2021-11-28T23:50:28.000Z,en,@lolo10___ black widow,1465105845935611905,replied_to,"['widow', 'black']"
False,2021-11-28T23:48:52.000Z,en,"Hawkeye was in love with black widow, they ain't fooling me",1465105442846265345,,"['fooling', 'widow', 'love', 'black', 'hawkeye']"
False,2021-11-28T23:47:21.000Z,pt,@lmao_byee Socuerro só vi a Black Widow e o Shang Chi ai,1465105060699033605,replied_to,"['e', 'vi', 'ai', 'byee', 'socuerro', 'chi', 'widow', 'shang', 'black']"
False,2021-11-28T23:46:23.000Z,en,"@AlyssaLang I'm still not over how Pietro, the fastest person on the planet,  was killed by bullets and not Hawkeye or Black Widow.",1465104815655161860,replied_to,"['still', 'I', 'pietro', 'bullet', 'hawkeye', 'killed', 'fastest', 'widow', 'black', 'planet', 'person']"
False,2021-11-28T23:45:52.000Z,en,"@TheCleftonTwain While I sympathize with the tacos, it was Black Widow. https://t.co/t9d2TB8I0w",1465104688286769152,replied_to,"['widow', 'black', 'sympathize', 'taco']"
True,2021-11-28T23:45:30.000Z,und,https://t.co/attbjST0Dl,1465104595005366276,,[]
False,2021-11-28T23:45:30.000Z,und,https://t.co/O8nzvLv8Q3,1465104594468548611,,[]
True,2021-11-28T23:45:30.000Z,und,https://t.co/RzMIpjL30F,1465104593852026889,,[]
False,2021-11-28T23:45:00.000Z,en,black widow #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA #MODELOYELMARIANA,1465104467863482370,,"['widow', 'black']"
False,2021-11-28T23:43:40.000Z,en,"Black belt martial art instructor breakdown black widow fight scene.
Natasha Romanoff vs Yelena Belova.

https://t.co/sh0ghZ4k5a

#BlackWidow #Marvel #Hawkeye  #Marvel https://t.co/XDdOUc0asq",1465104135204835342,,"['art', 'v', 'yelena', 'breakdown', 'natasha', 'romanoff', 'martial', 'scene', 'widow', 'black', 'instructor', 'fight', 'belt', 'belova']"
False,2021-11-28T23:43:04.000Z,en,It’s giving Dazzler cosplaying as Black Widow and I have to Stan https://t.co/nyfhZdLezZ,1465103981319962624,quoted,"['cosplaying', 'widow', 'stan', 'giving', 'black', 'dazzler']"
False,2021-11-28T23:42:46.000Z,en,Every time I watch the Black Widow-Hawkeye scene in Endgame https://t.co/BbiUrkURlA,1465103908968280065,,"['endgame', 'watch', 'time', 'scene', 'widow', 'black', 'every', 'hawkeye']"
False,2021-11-28T23:42:14.000Z,en,@dayasmakkari I wasn’t worried about it till today 😰 like there wasn’t any issue with Black Widow or Shang-Chi and Eternals so like???,1465103772343013383,replied_to,"['till', 'worried', 'chi', 'widow', 'shang', 'like', 'issue', 'black', 'eternals', 'today', '?']"
False,2021-11-28T23:41:58.000Z,en,Black Widow Part 1 l 20/20 https://t.co/zUWa3CYoup,1465103706572136448,,"['part', '1', 'widow', 'l', 'black', '20/20']"
False,2021-11-28T23:41:46.000Z,en,@SpencerTracyFan Black Widow it ain't 😎,1465103656726921216,replied_to,"['widow', 'black']"
False,2021-11-28T23:41:22.000Z,en,The most unrealistic thing in the MCU is how Black Widow goes out knowing she’s gonna fight and never has her hair in a ponytail.,1465103556432781317,,"['mcu', 'go', 'never', 'going', 'unrealistic', 'knowing', 'widow', 'hair', 'black', 'fight', 'thing', 'ponytail']"
False,2021-11-28T23:38:47.000Z,en,250. black widow (rewatch) 🍁,1465102906990944256,replied_to,"['(', 'widow', 'black', ')', '250', 'rewatch']"
False,2021-11-28T23:38:12.000Z,en,@Serlentpops Black Widow,1465102759309549584,replied_to,"['widow', 'black']"
False,2021-11-28T23:37:53.000Z,en,Scarlett Johansson / ⧗  Black Widow https://t.co/zlfc8uvUqU,1465102677092745227,replied_to,"['/', 'widow', 'scarlett', 'black', 'johansson']"
True,2021-11-28T23:36:27.000Z,und,https://t.co/Spq9JPg3Oq,1465102319708778502,,[]
False,2021-11-28T23:36:27.000Z,und,https://t.co/MIcDz7BorK,1465102319117389824,,[]
True,2021-11-28T23:36:27.000Z,und,https://t.co/mYqo0X81Ew,1465102318475657221,,[]
False,2021-11-28T23:34:56.000Z,es,"@autoralexa Agrégale Black Widow después de Capitan América: Civil War y después de Avenger: Endgame, las serie en el orden que salieron.",1465101935170752515,replied_to,"['agregale', 'despues', 'avenger', 'de', 'capitan', 'endgame', 'civil', 'la', 'que', 'salieron', 'widow', 'serie', 'black', 'el', 'america', 'orden', 'war', 'en']"
False,2021-11-28T23:34:51.000Z,en,"BLACK WIDOW 1999, ISSUE ONE https://t.co/ApAKXW6Ijq",1465101916359335937,,"['one', 'widow', 'black', 'issue', '1999']"
False,2021-11-28T23:33:07.000Z,en,"Guys you can’t go anywhere if you’re an Avengers fan like me. Everyone is showing up ALL the time 😱 

Hi Black Widow aka Natascha! 💪
#DisneylandResort #DCA https://t.co/Von8ma8Kdj",1465101478658396162,,"['go', 'everyone', 'fan', 'time', 'can', '!', 'not', 'avenger', 'showing', 'widow', 'like', 'black', 'natascha', 'guy', 'anywhere', 'hi', 'aka']"
False,2021-11-28T23:32:35.000Z,en,"just realized i have a lot of deadpool merch , like more than i have for black widow",1465101343786299395,,"['lot', 'realized', 'deadpool', 'widow', 'like', 'black', 'merch']"
False,2021-11-28T23:32:02.000Z,en,"phase 4 so far ranking:
1. Shang Chi
2. Wandavision 
3. Loki 
4. Hawkeye (so far)
5. black widow
6. eternals
7.  falcon and the winter soldier
8. what if 
even no.8 was one I thoroughly enjoyed, so confused by people not liking phase 4",1465101206829809669,,"['far', '6', '(', 'chi', 'thoroughly', 'soldier', 'phase', 'eternals', 'liking', 'even', '5', '7', 'enjoyed', ')', 'hawkeye', 'people', '2', 'loki', '1', 'ranking', 'one', 'confused', '3', 'so', 'wandavision', 'widow', 'shang', '4', 'black', 'falcon', '8', 'winter']"
False,2021-11-28T23:31:16.000Z,en,@StarFoxHeroSJ @MusicCityNerd How would Space Black Widow benefit the Sequel Trilogy?,1465101013862526981,replied_to,"['would', 'space', 'benefit', 'trilogy', 'widow', 'black', 'sequel', '?']"
False,2021-11-28T23:31:12.000Z,en,@Serlentpops Black Widow,1465100996162596870,replied_to,"['widow', 'black']"
False,2021-11-28T23:29:50.000Z,pt,assisti black widow no cinema duas vezes e quero assistir de novo,1465100653395652610,,"['duas', 'e', 'de', 'cinema', 'assistir', 'quero', 'widow', 'novo', 'black', 'assisti', 'vezes']"
False,2021-11-28T23:29:25.000Z,en,I still haven’t watched Black Widow 💀,1465100549192400899,,"['still', 'watched', 'black', 'widow']"
False,2021-11-28T23:27:33.000Z,en,"BLACK WIDOW 1999, ISSUE 3 https://t.co/SOkdWhy8mb",1465100079899955200,,"['3', 'widow', 'black', 'issue', '1999']"
False,2021-11-28T23:27:12.000Z,en,"catfa, black widow, endgame https://t.co/wZfcWuFQPt",1465099991597342724,quoted,"['widow', 'black', 'catfa', 'endgame']"
